Miami Heat,2015,90.9
Washington Wizards,2015,93.7
Atlanta Hawks,2015,93.9
Detroit Pistons,2015,92.8
Indiana Pacers,2015,93.2
Milwaukee Bucks,2015,94.1
Chicago Bulls,2015,92.8
Cleveland Cavaliers,2015,92.3
New York Knicks,2015,91.2
Philadelphia 76ers,2015,95.7
Brooklyn Nets,2015,92.7
Boston Celtics,2015,95.8
Toronto Raptors,2015,92.8
Houston Rockets,2016,97.6
Memphis Grizzlies,2016,93.3
Dallas Mavericks,2016,94.3
San Antonio Spurs,2016,93.8
Los Angeles Lakers,2016,95.6
Phoenix Suns,2016,98.5
Sacramento Kings,2016,100.0
Los Angeles Clippers,2016,95.8
Golden State Warriors,2016,99.3
Minnesota Timberwolves,2016,95.2
Denver Nuggets,2016,95.7
Utah Jazz,2016,91.0
Portland Trail Blazers,2016,96.0
Oklahoma City Thunder,2016,96.7
Philadelphia 76ers,2016,97.9
Brooklyn Nets,2016,95.2
New York Knicks,2016,93.4
Boston Celtics,2016,98.5
